Unnamed: 0,customerID,gender,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1116,8461-EFQYM,Female,No,No,38.0,Yes,Yes,No,No internet service,No internet service,No,No,No,No,One year,Yes,Electronic check,24.25,914.4,No
1117,6900-RBKER,Male,No,No,52.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),89.45,4577.75,No
1118,6891-JPYFF,Female,Yes,Yes,48.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),,4997.5,No
1119,1459-QNFQT,Male,Yes,Yes,70.0,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.5,4144.8,No
1120,1047-NNCBF,Male,No,No,-,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55,1493.55,No
1121,3696-XRIEN,Female,No,No,50.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),,4179.1,No
1122,4081-DYXAV,Female,No,No,19.0,No,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),44.85,893.55,Yes
1123,0074-HDKDG,Male,Yes,Yes,,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),61.6,1611,No
1124,8791-GFXLZ,Male,No,No,,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.05,593.05,No
1125,8111-SLLHI,Male,yEs,No,39.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,,4284.8,Yes
1126,0927-LCSMG,Male,No,No,7.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,74.65,544.55,Yes
1127,9330-DHBFL,Female,Yes,Yes,23.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,,1533.8,No
1128,0098-BOWSO,Male,No,No,27.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,19.4,529.8,No
1129,3452-ABWRL,Male,No,No,,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.05,3865.6,No
1130,5859-HZYLF,Male,Yes,Yes,26.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,Yes,Credit card (automatic),19.15,515.75,No
1131,8257-RZAHR,Female,Yes,No,14.0,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.7,941,Yes
1132,5293-WXJAK,Female,Yes,No,11.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),,1133.65,Yes
1133,3156-QLHBO,Male,No,Yes,2.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Mailed check,19.25,48.35,No
1134,2208-NQBCT,Female,Yes,Yes,26.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.95,2070.05,No
1135,1779-PWPMG,Female,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),214.65,8333.95,No
1136,6621-NRZAK,Female,Yes,Yes,63.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,No,Credit card (automatic),20.0,1209.25,No
1137,0831-JNISG,Male,Yes,Yes,71.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,No,Mailed check,,1396.25,No
1138,0774-IFUVM,Male,Yes,Yes,,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.15,723.35,No
1139,3082-WQRVY,Male,Yes,No,14.0,Yes,No,No,No internet service,No internet service,No,No,No,No,One year,No,Mailed check,19.65,228.65,No
1140,9553-DLCLU,Female,No,Yes,13.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.95,1161.75,No
1141,1641-BYBTK,Male,No,Yes,6.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,,98.35,No
1142,2460-NGXBJ,Male,Yes,Yes,11.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),,775.3,No
1143,2446-ZKVAF,Male,Yes,No,18.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),,1074.65,No
1144,0841-NULXI,Male,No,No,1.0,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.55,35.55,Yes
1145,3522-CDKHF,Female,Yes,No,32.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.5,2324.7,No
1146,1430-SFQSA,Male,No,No,29.0,No,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,35.6,1072.6,No
1147,0411-EZJZE,Female,No,No,3.0,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.25,170.5,No
1148,7851-WZEKY,Female,No,No,2.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,,196.9,Yes
1149,8844-TONUD,Male,Yes,Yes,13.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.65,1162.85,Yes
1150,8807-ARQET,Female,No,No,41.0,No,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,40.35,1677.85,No
1151,8992-CEUEN,Female,No,No,1.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Electronic check,18.85,18.85,No
1152,4320-QMLLA,Male,No,No,7.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,,370.4,No
1153,8777-PVYGU,Female,Yes,No,52.0,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,64.3,3410.6,No
1154,8292-ITGYJ,Female,Yes,Yes,45.0,Yes,Yes,No,No internet service,No internet service,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.65,1138.8,No
1155,6870-ZWMNX,Male,Yes,No,70.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),,5264.25,No
1156,0621-CXBKL,Female,No,No,53.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,No,Mailed check,,1005.7,No
1157,5268-DSMNQ,Female,Yes,No,62.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),97.95,5936.55,No
1158,5334-JLAXU,Female,Yes,No,60.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.1,5475.9,No
1159,4086-YQSNZ,Female,Yes,No,3.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.4,224.05,Yes
1160,6242-MBHPK,Female,Yes,No,23.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2326.05,No
1161,5868-CZJDR,Male,No,Yes,1.0,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.35,31.35,Yes
1162,9359-UGBTK,Female,No,No,67.0,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),,4991.5,No
1163,0135-NMXAP,Female,No,No,12.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.75,1052.4,Yes
1164,4782-OSFXZ,Female,Yes,No,71.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),,5831.2,No
1165,6479-OAUSD,Male,No,No,25.0,Yes,No,No,No internet service,No internet service,No,No,No,No,One year,No,Credit card (automatic),19.9,510.8,No
1166,7129-ACFOG,Female,No,No,5.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.8,283.95,No
1167,4189-NAKJS,Male,No,No,26.0,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),,1295.4,No
1168,5562-BETPV,Male,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No,No,No,No,One year,No,Mailed check,19.65,19.65,No
1169,1282-IHQAC,Male,No,No,-,No,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),44.05,3011.65,No
1170,9127-FHJBZ,Male,Yes,Yes,72.0,Yes,Yes,Fiber optic,yeS,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,214.0,8093.15,No
1171,6270-OMFIW,Male,Yes,No,60.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,94.4,5610.25,Yes
1172,1641-RQDAY,Female,Yes,Yes,32.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,200.4,3217.65,No
1173,0107-WESLM,Male,No,No,1.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,19.85,19.85,Yes
1174,6994-ORCWG,Female,No,No,14.0,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,54.25,773.2,No
1175,1346-UFHAX,Female,No,No,,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.0,1029.35,No
1176,3992-YWPKO,Female,No,No,6.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),209.9,669.45,Yes
1177,2933-XEUJM,Female,No,No,46.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,79.2,3593.8,No
1178,0125-LZQXK,Male,No,No,-,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,201.35,1553.95,Yes
1179,5461-QKNTN,Male,Yes,No,43.0,Yes,Yes,Fiber optic,no,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.3,3953.15,No
1180,4835-YSJMR,Male,No,No,39.0,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),49.8,1971.15,No
1181,8399-YNDCH,Male,No,No,21.0,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.05,1236.15,Yes
1182,3164-YAXFY,Male,No,No,57.0,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.75,3196,No
1183,0887-WBJVH,Female,Yes,No,53.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,93.45,4872.2,No
1184,4660-IRIBM,Male,Yes,Yes,18.0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.9,1500.5,No
1185,5673-FSSMF,Female,No,No,1.0,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.15,60.15,Yes
1186,7670-ZBPOQ,Female,Yes,No,58.0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),61.05,3478.75,No
1187,8089-UZWLX,Female,No,No,71.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),,7413.55,No
1188,0080-OROZO,Female,No,No,35.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.25,3532,No
1189,3916-NRPAP,Male,No,No,3.0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),85.7,256.75,No
1190,6807-SIWJI,Male,No,No,38.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,204.85,3887.25,No
1191,8221-HVAYI,Male,Yes,Yes,35.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),69.15,2490.15,No
1192,1579-KLYDT,Male,No,No,7.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.45,593.45,Yes
1193,5232-NXPAY,Female,No,No,,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,74.45,3510.3,No
1194,8967-SZQAS,Female,No,No,,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.45,765.45,No
1195,4468-KAZHE,Female,Yes,No,20.0,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.0,1259.35,No
1196,0455-ENTCR,Male,Yes,No,66.0,Yes,Yes,DSL,yeS,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,,5538.35,No
1197,8944-AILEF,Male,Yes,No,15.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),,340.85,No
1198,5542-NKVRU,Female,No,No,42.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.75,844.45,No
1199,7126-RBHSD,Female,Yes,No,17.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,78.9,1348.95,No
1200,5370-IIVVL,Male,No,No,37.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),,3778,No
1201,6789-HJBWG,Female,No,No,12.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,611.65,No
1202,3927-NLNRY,Male,Yes,No,53.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.25,4867.95,Yes
1203,9087-EYCPR,Female,No,No,60.0,Yes,Yes,No,No internet service,No internet service,No,No,No,No,Two year,No,Mailed check,25.0,1505.05,No
1204,6791-YBNAK,Male,Yes,Yes,18.0,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.55,467.85,No
1205,6358-LYNGM,Male,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,,74.9,Yes
1206,6077-BDPXA,Female,No,No,3.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,194.2,No
1207,0013-MHZWF,Female,No,Yes,9.0,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),,571.45,No
1208,5494-HECPR,Female,No,No,-,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.25,80.25,Yes
1209,8268-YDIXR,Male,Yes,No,56.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,93.15,5253.95,No
1210,9824-BEMCV,Male,Yes,Yes,,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.0,1149.65,Yes
1211,1373-ORVIZ,Female,Yes,Yes,,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,,740.8,Yes
1212,4291-SHSBH,Male,No,No,,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,,521.35,No
1213,6980-IMXXE,Female,Yes,Yes,69.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,No,Bank transfer (automatic),,1412.65,No
1214,9866-QEVEE,Male,No,No,19.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.0,1532.45,Yes
1215,9897-KXHCM,Female,Yes,Yes,,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.3,250.05,Yes
1216,0040-HALCW,Male,Yes,Yes,54.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,No,Credit card (automatic),,1090.6,No
1217,0784-GTUUK,Male,Yes,No,62.0,Yes,Yes,No,No internet service,No internet service,No,No,No,No,One year,Yes,Credit card (automatic),,1446.8,No
1218,7979-CORPM,Male,No,No,24.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.55,2282.55,Yes
1219,2294-DMMUS,Female,Yes,Yes,62.0,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.45,4300.45,No
1220,0872-JCPIB,Male,No,No,,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.75,1111.2,No
1221,3055-MJDSB,Male,No,No,9.0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.6,190.1,No
1222,9091-WTUUY,Male,Yes,Yes,64.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,69.25,4447.75,No
1223,1618-CFHME,Female,No,No,-,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.9,143.35,Yes
1224,3165-HDOEW,Male,Yes,Yes,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,Yes
1225,6581-NQCBA,Female,Yes,No,16.0,No,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,49.95,810.2,Yes
1226,7115-IRDHS,Female,Yes,No,72.0,Yes,Yes,No,No internet service,No internet service,No,No,No,No,Two year,No,Bank transfer (automatic),24.65,1830.05,No
1227,8496-DMZUK,Male,No,No,30.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),,2820.65,No
1228,2040-VZIKE,Female,Yes,No,49.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,200.85,4847.35,No
1229,9068-VPWQQ,Male,Yes,No,61.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),75.35,4729.3,No
1230,0178-SZBHO,Male,Yes,Yes,47.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,,4017.45,No
1231,0384-RVBPI,Male,No,No,20.0,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),,1398.6,No
1232,1689-MRZQR,Male,Yes,Yes,34.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.3,2564.3,Yes
1233,1299-AURJA,Female,Yes,Yes,,Yes,Yes,No,No internet service,No internet service,No,No,No,No,Two year,No,Bank transfer (automatic),24.7,1685.9,No
1234,4525-VZCZG,Male,No,Yes,54.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,205.85,5826.65,No
1235,1543-LLLFT,Male,Yes,No,61.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,98.3,6066.55,No
1236,5835-BEQEU,Male,No,No,3.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.95,228.4,Yes
1237,2788-CJQAQ,Male,No,No,13.0,Yes,No,No,No internet service,No internet service,No,No,No,No,One year,No,Mailed check,19.45,270.2,No
1238,5565-FILXA,Female,No,No,16.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.15,1529.2,Yes
1239,0319-QZTCO,Female,Yes,Yes,3.0,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),,168.6,No
1240,2120-SMPEX,Male,No,No,25.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,,536.35,No
1241,0096-FCPUF,Male,No,No,30.0,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,,1888.45,No
1242,0668-OGMHD,Female,Yes,No,21.0,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,28.5,629.35,No
1243,5552-ZNFSJ,Male,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.3,45.3,Yes
1244,2223-KAGMX,Female,No,No,15.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.4,289.3,Yes
1245,6507-ZJSUR,Male,Yes,No,23.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.45,2117.25,No
1246,9408-HRXRK,Female,Yes,Yes,45.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,,4730.9,No
1247,5593-SUAOO,Female,Yes,Yes,,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),,2033.05,No
1248,7321-PKUYW,Female,No,No,11.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.15,987.95,Yes
1249,2833-SLKDQ,Male,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.05,45.05,Yes
1250,6766-HFKLA,Female,Yes,No,-,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),,5744.35,No
1251,7595-EUIVN,Female,No,No,1.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.8,75.8,Yes
1252,7617-EYGLW,Male,No,No,,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Electronic check,19.45,19.45,No
1253,2026-TGDHM,Female,No,No,,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.3,523.15,Yes
1254,9220-ZNKJI,Female,Yes,No,55.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),88.8,4805.3,No
1255,4030-VPZBD,Female,No,No,2.0,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,,59.05,Yes
1256,2226-ICFDO,Female,Yes,Yes,72.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),,6110.75,No
1257,0723-VSOBE,Female,No,No,45.0,No,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,,1596.6,No
1258,5529-GIBVH,Female,No,No,47.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,No,Mailed check,20.15,1046.2,No
1259,4187-CINZD,Female,No,No,46.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),95.25,4424.2,Yes
1260,9992-UJOEL,Male,No,No,2.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.3,92.75,No
1261,4741-WWJQZ,Female,Yes,No,2.0,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.15,194.55,No
1262,6625-UTXEW,Female,Yes,No,12.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,,612.1,No
1263,6818-WOBHJ,Female,Yes,No,68.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),,6127.6,Yes
1264,6244-BESBM,Male,Yes,Yes,69.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),,6671.7,No
1265,1004-NOZNR,Male,No,Yes,,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),94.8,5264.3,No
1266,1251-STYSZ,Female,No,No,4.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,303.7,No
1267,2612-PHGOX,Male,Yes,No,,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),76.1,4818.8,No
1268,2408-TZMJL,Male,Yes,No,,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,210.15,6448.05,Yes
1269,8480-PPONV,Male,Yes,Yes,62.0,Yes,Yes,Fiber optic,yeS,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),215.55,7159.05,No
1270,8780-IHCRN,Male,Yes,yeS,-,Yes,Yes,No,No internet service,No internet service,No,No,No,No,Two year,No,Credit card (automatic),24.65,1574.5,No
1271,4598-ZADCK,Female,No,No,53.0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,53.6,2879.2,No
1272,1257-SXUXQ,Male,Yes,Yes,5.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Mailed check,,86.05,No
1273,9681-KYGYB,Male,Yes,No,49.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.2,4159.45,No
1274,7182-OVLBJ,Female,Yes,Yes,62.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),,6638.35,No
1275,5095-ETBRJ,Female,Yes,No,,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,56.8,3112.05,No
1276,7005-CYUIL,Female,Yes,No,71.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,99.4,7168.25,No
1277,4821-WQOYN,Female,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,Yes,Credit card (automatic),20.1,1326.25,No
1278,4730-AWNAU,Male,Yes,Yes,36.0,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),60.7,2234.55,No
1279,3452-FLHYD,Male,Yes,No,25.0,Yes,No,No,No internet service,No internet service,No,No,No,No,One year,Yes,Bank transfer (automatic),20.95,495.15,No
1280,2388-LAESQ,Female,Yes,No,,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),214.85,8317.95,No
1281,9531-NSBMR,Female,No,No,36.0,Yes,No,No,No internet service,No internet service,No,No,No,No,One year,Yes,Bank transfer (automatic),,679.8,No
1282,6260-ONULR,Male,No,No,1.0,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.8,62.8,No
1283,4389-UEFCZ,Female,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,205.5,7544,No
1284,8711-LOBKY,Male,Yes,Yes,59.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,No,Mailed check,19.85,1188.25,No
1285,9134-CEQMF,Male,Yes,No,7.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,676.7,Yes
1286,8985-OOPOS,Female,No,no,1.0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),74.1,74.1,No
1287,8800-ZKRFW,Female,Yes,Yes,30.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,207.5,3242.5,No
1288,2616-FLVQC,Male,No,No,64.0,Yes,No,No,No internet service,No internet service,No,No,No,No,Two year,No,Mailed check,19.55,1240.15,No
1289,9968-FFVVH,Male,No,No,63.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),68.8,4111.35,No
